#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
Rpl23a	Rpl10	2110240	2093973	10090.ENSMUSP00000099541	10090.ENSMUSP00000008826	0	0	0	0	0	0.565	0	0.454	0.752
Brox	Chmp5	2104037	2097756	10090.ENSMUSP00000061345	10090.ENSMUSP00000030128	0	0	0	0	0	0.751	0	0	0.751
Gm5093	Gm7536	2113554	2106465	10090.ENSMUSP00000127966	10090.ENSMUSP00000076607	0	0	0	0	0	0.686	0	0.238	0.750
Gm10036	Gm7536	2106844	2106465	10090.ENSMUSP00000078670	10090.ENSMUSP00000076607	0	0	0	0	0	0.686	0	0.238	0.750
Gm7589	Gm7536	2107473	2106465	10090.ENSMUSP00000082771	10090.ENSMUSP00000076607	0	0	0	0	0	0.686	0	0.238	0.750
Nop58	Brix1	2096815	2095648	10090.ENSMUSP00000027174	10090.ENSMUSP00000022855	0	0	0	0	0	0.685	0	0.236	0.749
Mrpl15	Rpl10	2112558	2093973	10090.ENSMUSP00000115512	10090.ENSMUSP00000008826	0	0	0	0	0	0.683	0	0.239	0.748
Gm8420	Rpl10	2114162	2093973	10090.ENSMUSP00000131518	10090.ENSMUSP00000008826	0	0	0	0	0	0.683	0	0.238	0.748
Rps23	Mrpl22	2102909	2094979	10090.ENSMUSP00000054490	10090.ENSMUSP00000020820	0	0	0	0	0	0.683	0	0.239	0.748
Gm8973	Rps23	2106868	2102909	10090.ENSMUSP00000078747	10090.ENSMUSP00000054490	0	0	0	0	0	0.713	0	0.158	0.748
Gm7536	Mrpl22	2106465	2094979	10090.ENSMUSP00000076607	10090.ENSMUSP00000020820	0	0	0	0	0	0.683	0	0.238	0.748
Rpl6	Rps26	2098248	2096602	10090.ENSMUSP00000031617	10090.ENSMUSP00000026420	0	0	0	0	0	0.491	0	0.524	0.747
Gm4950	Cops2	2108282	2097256	10090.ENSMUSP00000089519	10090.ENSMUSP00000028635	0	0	0	0	0	0.740	0	0.066	0.746
Rpl23a	Gm7536	2110240	2106465	10090.ENSMUSP00000099541	10090.ENSMUSP00000076607	0	0	0	0	0	0.675	0	0.252	0.746
Gm5093	Mrpl15	2113554	2112558	10090.ENSMUSP00000127966	10090.ENSMUSP00000115512	0	0	0	0	0	0.680	0	0.238	0.745
Akt3	Rheb	2111503	2097962	10090.ENSMUSP00000106789	10090.ENSMUSP00000030787	0	0	0	0	0	0.210	0	0.690	0.745
Mrpl22	Rpl10	2094979	2093973	10090.ENSMUSP00000020820	10090.ENSMUSP00000008826	0	0	0	0	0	0.679	0	0.239	0.745
Mrpl15	Gm7589	2112558	2107473	10090.ENSMUSP00000115512	10090.ENSMUSP00000082771	0	0	0	0	0	0.680	0	0.238	0.745
Mrpl15	Gm10036	2112558	2106844	10090.ENSMUSP00000115512	10090.ENSMUSP00000078670	0	0	0	0	0	0.680	0	0.238	0.745
Rpsa	Mrpl22	2099357	2094979	10090.ENSMUSP00000035105	10090.ENSMUSP00000020820	0	0	0	0	0	0.678	0	0.239	0.744
Agpat5	Lpcat4	2112640	2097233	10090.ENSMUSP00000117025	10090.ENSMUSP00000028554	0	0	0	0	0	0	0	0.744	0.744
Rpl35a	Rpl19	2106680	2094431	10090.ENSMUSP00000077857	10090.ENSMUSP00000017548	0	0	0	0	0	0.554	0	0.448	0.743
Scn5a	Kcne2	2104762	2101941	10090.ENSMUSP00000066228	10090.ENSMUSP00000048849	0	0	0	0	0	0	0	0.743	0.743
Gm21319	Rps27a	2113274	2110414	10090.ENSMUSP00000126351	10090.ENSMUSP00000099908	0	0	0	0	0	0.743	0	0	0.743
Utp15	Dimt1	2101805	2095425	10090.ENSMUSP00000048204	10090.ENSMUSP00000022203	0	0	0	0	0	0.742	0	0	0.742
Myh6	Actg2	2107169	2106112	10090.ENSMUSP00000080538	10090.ENSMUSP00000074658	0	0	0	0	0	0.514	0	0.491	0.742
Lrp2bp	Yars	2111403	2093226	10090.ENSMUSP00000106009	10090.ENSMUSP00000001365	0	0	0	0	0	0.742	0	0	0.742
Guca1a	Grk1	2103850	2098897	10090.ENSMUSP00000060027	10090.ENSMUSP00000033827	0	0	0	0	0	0.354	0	0.616	0.741
Gm10036	Mrpl22	2106844	2094979	10090.ENSMUSP00000078670	10090.ENSMUSP00000020820	0	0	0	0	0	0.675	0	0.238	0.741
Gm5093	Mrpl22	2113554	2094979	10090.ENSMUSP00000127966	10090.ENSMUSP00000020820	0	0	0	0	0	0.675	0	0.238	0.741
Gm7589	Mrpl22	2107473	2094979	10090.ENSMUSP00000082771	10090.ENSMUSP00000020820	0	0	0	0	0	0.675	0	0.238	0.741
Gm21319	Rpsa	2113274	2099357	10090.ENSMUSP00000126351	10090.ENSMUSP00000035105	0	0	0	0	0	0.674	0	0.238	0.740
Rpl21-ps4	Mrpl22	2106932	2094979	10090.ENSMUSP00000079127	10090.ENSMUSP00000020820	0	0	0	0	0	0.673	0	0.239	0.740
Slc22a2	Abcg2	2100505	2098315	10090.ENSMUSP00000041186	10090.ENSMUSP00000031822	0	0	0	0	0	0.381	0	0.595	0.738
Gm3550	Rps26	2110572	2096602	10090.ENSMUSP00000100655	10090.ENSMUSP00000026420	0	0	0	0	0	0.710	0	0.131	0.737
Nup98	Nup205	2105072	2100229	10090.ENSMUSP00000068530	10090.ENSMUSP00000039656	0	0	0	0	0	0.155	0	0.698	0.733
Tbk1	Irf1	2094831	2094594	10090.ENSMUSP00000020316	10090.ENSMUSP00000019043	0	0	0	0	0	0.535	0	0.449	0.732
Tek	Ptprb	2110387	2108311	10090.ENSMUSP00000099862	10090.ENSMUSP00000089805	0	0	0	0	0	0.214	0	0.671	0.730
Gm8973	Rpl19	2106868	2094431	10090.ENSMUSP00000078747	10090.ENSMUSP00000017548	0	0	0	0	0	0.713	0	0.100	0.730
Kras	Cdh2	2098474	2096201	10090.ENSMUSP00000032399	10090.ENSMUSP00000025166	0	0	0	0	0	0.047	0	0.727	0.729
Gspt1	Rps26	2106900	2096602	10090.ENSMUSP00000078940	10090.ENSMUSP00000026420	0	0	0	0	0	0.710	0	0.106	0.729
Atr	Acaca	2099316	2094986	10090.ENSMUSP00000034980	10090.ENSMUSP00000020843	0	0	0	0	0	0.716	0	0.081	0.727
Ehd1	Snap29	2096372	2095830	10090.ENSMUSP00000025684	10090.ENSMUSP00000023449	0	0	0	0	0	0.261	0	0.646	0.727
Cfl2	Actr3	2106567	2096947	10090.ENSMUSP00000077262	10090.ENSMUSP00000027579	0	0	0	0	0	0.489	0	0.488	0.727
Scn5a	Kcne1	2104762	2102522	10090.ENSMUSP00000066228	10090.ENSMUSP00000052248	0	0	0	0	0	0	0	0.725	0.725
Hnrnpa3	Hnrnph2	2108135	2102282	10090.ENSMUSP00000088298	10090.ENSMUSP00000050838	0	0	0	0	0	0.588	0	0.360	0.725
Rad51l3	Top3a	2094584	2093433	10090.ENSMUSP00000018985	10090.ENSMUSP00000002891	0	0	0	0	0	0.304	0	0.620	0.724
Rpl35a	Rps26	2106680	2096602	10090.ENSMUSP00000077857	10090.ENSMUSP00000026420	0	0	0	0	0	0	0	0.724	0.724
Gm7536	Mrpl49	2106465	2093913	10090.ENSMUSP00000076607	10090.ENSMUSP00000007482	0	0	0	0	0	0.724	0	0	0.724
Rpl19	Rplp1	2094431	2093941	10090.ENSMUSP00000017548	10090.ENSMUSP00000008036	0	0	0	0	0	0.611	0	0.317	0.723
Gm21319	Eif1	2113274	2100568	10090.ENSMUSP00000126351	10090.ENSMUSP00000041538	0	0	0	0	0	0.623	0	0.291	0.721
Prl	Inhba	2111400	2101745	10090.ENSMUSP00000105998	10090.ENSMUSP00000047894	0	0	0	0	0	0	0	0.720	0.720
Prl	Irf1	2111400	2094594	10090.ENSMUSP00000105998	10090.ENSMUSP00000019043	0	0	0	0	0	0	0	0.720	0.720
Hsp90aa1	Hsp90b1	2095266	2094799	10090.ENSMUSP00000021698	10090.ENSMUSP00000020238	0	0	0	0.855	0	0.681	0	0.842	0.719
Igf2	Pten	2112474	2094170	10090.ENSMUSP00000114076	10090.ENSMUSP00000013807	0	0	0	0	0	0	0	0.718	0.718
Actg2	Coro1c	2106112	2093624	10090.ENSMUSP00000074658	10090.ENSMUSP00000004646	0	0	0	0	0	0.430	0	0.524	0.717
Gm8973	Rpl35a	2106868	2106680	10090.ENSMUSP00000078747	10090.ENSMUSP00000077857	0	0	0	0	0	0.713	0	0.056	0.717
Tomm5	Tomm22	2110995	2095708	10090.ENSMUSP00000103438	10090.ENSMUSP00000023062	0	0	0	0	0	0	0	0.715	0.715
Gm8420	Gm7536	2114162	2106465	10090.ENSMUSP00000131518	10090.ENSMUSP00000076607	0	0	0	0	0	0.711	0	0.047	0.712
Dnajb3	Hsp90aa1	2112276	2095266	10090.ENSMUSP00000112703	10090.ENSMUSP00000021698	0	0	0	0	0	0.169	0	0.667	0.712
Rgs9bp	Rgs7	2104666	2097012	10090.ENSMUSP00000065511	10090.ENSMUSP00000027812	0	0	0	0	0	0.074	0	0.701	0.711
Gm8973	Gm7536	2106868	2106465	10090.ENSMUSP00000078747	10090.ENSMUSP00000076607	0	0	0	0	0	0.682	0	0.130	0.711
Mrpl15	Gm10335	2112558	2108925	10090.ENSMUSP00000115512	10090.ENSMUSP00000093719	0	0	0	0	0	0.635	0	0.239	0.710
Sept10	Sept1	2113734	2110809	10090.ENSMUSP00000129023	10090.ENSMUSP00000101921	0	0	0	0.895	0	0.688	0	0.714	0.710
Mrpl15	Rfc4	2112558	2095884	10090.ENSMUSP00000115512	10090.ENSMUSP00000023598	0	0	0	0	0	0.674	0	0.149	0.710
Mrpl15	Rpl23a	2112558	2110240	10090.ENSMUSP00000115512	10090.ENSMUSP00000099541	0	0	0	0	0	0.635	0	0.239	0.710
Aire	Msl3	2112527	2111619	10090.ENSMUSP00000114904	10090.ENSMUSP00000107765	0	0	0	0	0	0.679	0	0.134	0.710
Usp14	Cops6	2108302	2094673	10090.ENSMUSP00000089728	10090.ENSMUSP00000019638	0	0	0	0	0	0.645	0	0.215	0.709
Sept10	Sept7	2113734	2113498	10090.ENSMUSP00000129023	10090.ENSMUSP00000127641	0	0	0	0.901	0	0.688	0	0.701	0.709
Sumo2	Nsmce2	2112537	2106838	10090.ENSMUSP00000115044	10090.ENSMUSP00000078641	0	0	0	0	0	0.168	0	0.665	0.709
Prdx4	Txn2	2096582	2093698	10090.ENSMUSP00000026328	10090.ENSMUSP00000005487	0	0	0	0	0	0.418	0	0.520	0.709
Eif3i	Eif3l	2110292	2100075	10090.ENSMUSP00000099653	10090.ENSMUSP00000038839	0	0	0	0	0	0.554	0	0.375	0.709
Gm4340	Zc3h13	2114038	2095542	10090.ENSMUSP00000130793	10090.ENSMUSP00000022577	0	0	0	0	0	0.463	0	0.482	0.709
Bglap	Jun	2106250	2102864	10090.ENSMUSP00000075425	10090.ENSMUSP00000054270	0	0	0	0	0	0	0	0.707	0.708
Gm3550	Rpl21-ps4	2110572	2106932	10090.ENSMUSP00000100655	10090.ENSMUSP00000079127	0	0	0	0	0	0.612	0	0.279	0.708
Gm8973	Rpl6	2106868	2098248	10090.ENSMUSP00000078747	10090.ENSMUSP00000031617	0	0	0	0	0	0.678	0	0.128	0.707
Myst3	Actl6a	2099943	2097452	10090.ENSMUSP00000038181	10090.ENSMUSP00000029214	0	0	0	0	0	0.677	0	0.130	0.706
Gm8973	Rpl10	2106868	2093973	10090.ENSMUSP00000078747	10090.ENSMUSP00000008826	0	0	0	0	0	0.665	0	0.159	0.706
Actg2	Actl6a	2106112	2097452	10090.ENSMUSP00000074658	10090.ENSMUSP00000029214	0	0	0	0.881	0	0.687	0	0.543	0.706
Abcg2	Slc33a1	2098315	2097496	10090.ENSMUSP00000031822	10090.ENSMUSP00000029402	0	0	0	0	0	0.381	0	0.544	0.705
Ftsj3	Pes1	2095054	2094954	10090.ENSMUSP00000021048	10090.ENSMUSP00000020705	0	0	0	0	0	0.686	0	0.096	0.704
Echs1	Acaca	2096640	2094986	10090.ENSMUSP00000026538	10090.ENSMUSP00000020843	0	0	0	0	0	0	0	0.703	0.703
Sf3a2	Snrpd1	2112649	2093392	10090.ENSMUSP00000117160	10090.ENSMUSP00000002551	0	0	0	0	0	0.678	0	0.115	0.703
Mrpl15	Rps23	2112558	2102909	10090.ENSMUSP00000115512	10090.ENSMUSP00000054490	0	0	0	0	0	0.626	0	0.238	0.702
Mrpl15	Rpl21-ps4	2112558	2106932	10090.ENSMUSP00000115512	10090.ENSMUSP00000079127	0	0	0	0	0	0.679	0	0.105	0.700
Dnahc7a	Mapre2	2108718	2096195	10090.ENSMUSP00000092571	10090.ENSMUSP00000025127	0	0	0	0	0	0.395	0	0.524	0.700
Eif3e	Cops6	2095679	2094673	10090.ENSMUSP00000022960	10090.ENSMUSP00000019638	0	0	0	0	0	0.685	0	0.084	0.699
Dnajb14	Hsp90aa1	2108041	2095266	10090.ENSMUSP00000087641	10090.ENSMUSP00000021698	0	0	0	0	0	0.169	0	0.651	0.697
Gm7075	Cops6	2109667	2094673	10090.ENSMUSP00000097258	10090.ENSMUSP00000019638	0	0	0	0	0	0.679	0	0.095	0.697
Kras	Fosl1	2098474	2096435	10090.ENSMUSP00000032399	10090.ENSMUSP00000025850	0	0	0	0	0	0	0	0.697	0.697
Rpl21-ps4	Rpl10	2106932	2093973	10090.ENSMUSP00000079127	10090.ENSMUSP00000008826	0	0	0	0	0	0.516	0	0.398	0.696
Actg2	Actr3	2106112	2096947	10090.ENSMUSP00000074658	10090.ENSMUSP00000027579	0	0	0	0.883	0	0.678	0	0.488	0.695
Nop58	Pes1	2096815	2094954	10090.ENSMUSP00000027174	10090.ENSMUSP00000020705	0	0	0	0	0	0.677	0	0.095	0.695
Hnrnpa3	Cdc40	2108135	2101072	10090.ENSMUSP00000088298	10090.ENSMUSP00000044305	0	0	0	0	0	0.676	0	0.095	0.694
Cfdp1	Actl6a	2099120	2097452	10090.ENSMUSP00000034432	10090.ENSMUSP00000029214	0	0	0	0	0	0.681	0	0.082	0.694
Gm8420	Gm10036	2114162	2106844	10090.ENSMUSP00000131518	10090.ENSMUSP00000078670	0	0	0	0	0	0.679	0	0.083	0.693
Gm8420	Gm7589	2114162	2107473	10090.ENSMUSP00000131518	10090.ENSMUSP00000082771	0	0	0	0	0	0.679	0	0.083	0.693
Gm8420	Gm5093	2114162	2113554	10090.ENSMUSP00000131518	10090.ENSMUSP00000127966	0	0	0	0	0	0.679	0	0.083	0.693
mt-Cytb	Cox6c	2107259	2094202	10090.ENSMUSP00000081003	10090.ENSMUSP00000014457	0	0	0	0	0	0.674	0	0.093	0.691
Gm8420	Mrpl15	2114162	2112558	10090.ENSMUSP00000131518	10090.ENSMUSP00000115512	0	0	0	0	0	0.691	0	0	0.691
Actg2	Hsp90aa1	2106112	2095266	10090.ENSMUSP00000074658	10090.ENSMUSP00000021698	0	0	0	0	0	0.170	0	0.641	0.689
Lchn	Fam45a	2101213	2096472	10090.ENSMUSP00000045103	10090.ENSMUSP00000025957	0	0	0	0	0	0	0	0.688	0.688
Txn2	Txnrd3	2093698	2093155	10090.ENSMUSP00000005487	10090.ENSMUSP00000000828	0	0	0	0	0	0.425	0	0.480	0.688
Hnrnpa3	Hnrnpf	2108135	2101206	10090.ENSMUSP00000088298	10090.ENSMUSP00000045048	0	0	0	0	0	0.588	0	0.271	0.687
Fancm	Top3a	2102958	2093433	10090.ENSMUSP00000054797	10090.ENSMUSP00000002891	0	0	0	0	0	0.270	0	0.589	0.687
Rpl35a	Mrpl22	2106680	2094979	10090.ENSMUSP00000077857	10090.ENSMUSP00000020820	0	0	0	0	0	0.674	0	0.082	0.687
Usp14	Gm4950	2108302	2108282	10090.ENSMUSP00000089728	10090.ENSMUSP00000089519	0	0	0	0	0	0.682	0	0.055	0.686
Gspt1	Rpsa	2106900	2099357	10090.ENSMUSP00000078940	10090.ENSMUSP00000035105	0	0	0	0	0	0.678	0	0.063	0.685
Rpl21-ps4	Gm8973	2106932	2106868	10090.ENSMUSP00000079127	10090.ENSMUSP00000078747	0	0	0	0	0	0.583	0	0.277	0.685
Gm5745	Rpl21-ps4	2107439	2106932	10090.ENSMUSP00000082452	10090.ENSMUSP00000079127	0	0	0	0	0	0.583	0	0.277	0.685
Kras	Pdgfb	2098474	2093117	10090.ENSMUSP00000032399	10090.ENSMUSP00000000500	0	0	0	0	0	0.104	0	0.662	0.684
Gm8420	Rpl21-ps4	2114162	2106932	10090.ENSMUSP00000131518	10090.ENSMUSP00000079127	0	0	0	0	0	0.602	0	0.238	0.683
Gm16381	Cdc40	2114943	2101072	10090.ENSMUSP00000136437	10090.ENSMUSP00000044305	0	0	0	0	0	0.681	0	0	0.681
Gm3550	Hsp90aa1	2110572	2095266	10090.ENSMUSP00000100655	10090.ENSMUSP00000021698	0	0	0	0	0	0.681	0	0	0.681
Eif1	Rpsa	2100568	2099357	10090.ENSMUSP00000041538	10090.ENSMUSP00000035105	0	0	0	0	0	0.679	0	0.044	0.680
Mrpl22	Mrpl49	2094979	2093913	10090.ENSMUSP00000020820	10090.ENSMUSP00000007482	0	0	0	0	0	0.674	0	0.060	0.680
Gm8420	Mrpl22	2114162	2094979	10090.ENSMUSP00000131518	10090.ENSMUSP00000020820	0	0	0	0	0	0.678	0	0	0.678
Mak16	Brix1	2098949	2095648	10090.ENSMUSP00000033983	10090.ENSMUSP00000022855	0	0	0	0	0	0.676	0	0	0.676
Mrpl48	Rfc4	2112592	2095884	10090.ENSMUSP00000116090	10090.ENSMUSP00000023598	0	0	0	0	0	0.674	0	0	0.674
Mrpl48	Mrpl22	2112592	2094979	10090.ENSMUSP00000116090	10090.ENSMUSP00000020820	0	0	0	0	0	0.674	0	0	0.674
Mrpl48	Mrpl15	2112592	2112558	10090.ENSMUSP00000116090	10090.ENSMUSP00000115512	0	0	0	0	0	0.674	0	0	0.674
Mrpl47	Rfc4	2101781	2095884	10090.ENSMUSP00000048078	10090.ENSMUSP00000023598	0	0	0	0	0	0.674	0	0	0.674
Rfc4	Mrpl49	2095884	2093913	10090.ENSMUSP00000023598	10090.ENSMUSP00000007482	0	0	0	0	0	0.674	0	0	0.674
Nap1l4	Tspyl4	2105720	2099606	10090.ENSMUSP00000072510	10090.ENSMUSP00000036360	0	0	0	0	0	0.315	0	0.544	0.674
Kxd1	ENSMUSG00000060673	2108458	2106905	10090.ENSMUSP00000091165	10090.ENSMUSP00000078984	0	0	0	0	0	0.673	0	0	0.673
Gm8420	Gm8973	2114162	2106868	10090.ENSMUSP00000131518	10090.ENSMUSP00000078747	0	0	0	0	0	0.653	0	0.099	0.673
Gm8420	Gm5745	2114162	2107439	10090.ENSMUSP00000131518	10090.ENSMUSP00000082452	0	0	0	0	0	0.653	0	0.099	0.673
Polr3c	Gtf3c5	2097631	2097119	10090.ENSMUSP00000029741	10090.ENSMUSP00000028157	0	0	0	0	0	0.168	0	0.621	0.671
Tomm6	Tomm22	2111784	2095708	10090.ENSMUSP00000108926	10090.ENSMUSP00000023062	0	0	0	0	0	0	0	0.670	0.670
Hdac10	Myst3	2107227	2099943	10090.ENSMUSP00000080832	10090.ENSMUSP00000038181	0	0	0	0	0	0.212	0	0.597	0.669
Fbxo47	Fbxo38	2108521	2101670	10090.ENSMUSP00000091471	10090.ENSMUSP00000047541	0	0	0	0	0	0	0	0.668	0.668
Gm3150	Gnb3	2115481	2096026	10090.ENSMUSP00000137380	10090.ENSMUSP00000024206	0	0	0	0	0	0.621	0	0.158	0.667
Gm8973	Rps26	2106868	2096602	10090.ENSMUSP00000078747	10090.ENSMUSP00000026420	0	0	0	0	0	0.662	0	0.057	0.667
Cbll1	Cdh2	2110105	2096201	10090.ENSMUSP00000099038	10090.ENSMUSP00000025166	0	0	0	0	0	0.537	0	0.309	0.666
Gm10036	Rps23	2106844	2102909	10090.ENSMUSP00000078670	10090.ENSMUSP00000054490	0	0	0	0	0	0.387	0	0.479	0.666
Gm7589	Rps23	2107473	2102909	10090.ENSMUSP00000082771	10090.ENSMUSP00000054490	0	0	0	0	0	0.387	0	0.479	0.666
Gm5093	Rps23	2113554	2102909	10090.ENSMUSP00000127966	10090.ENSMUSP00000054490	0	0	0	0	0	0.387	0	0.479	0.666
Rpl35a	Rplp1	2106680	2093941	10090.ENSMUSP00000077857	10090.ENSMUSP00000008036	0	0	0	0	0	0.611	0	0.174	0.665
Rfc4	Rpa1	2095884	2093147	10090.ENSMUSP00000023598	10090.ENSMUSP00000000767	0	0	0	0	0	0.317	0	0.529	0.665
Cd38	Cd7	2098029	2096529	10090.ENSMUSP00000030964	10090.ENSMUSP00000026159	0	0	0	0	0	0	0	0.662	0.662
Gm8973	Gm10036	2106868	2106844	10090.ENSMUSP00000078747	10090.ENSMUSP00000078670	0	0	0	0	0	0.550	0	0.280	0.662
Gm5093	Gm5745	2113554	2107439	10090.ENSMUSP00000127966	10090.ENSMUSP00000082452	0	0	0	0	0	0.550	0	0.280	0.662
Gm5745	Gm10036	2107439	2106844	10090.ENSMUSP00000082452	10090.ENSMUSP00000078670	0	0	0	0	0	0.550	0	0.280	0.662
Gm7589	Gm5745	2107473	2107439	10090.ENSMUSP00000082771	10090.ENSMUSP00000082452	0	0	0	0	0	0.550	0	0.280	0.662
Gm5093	Gm8973	2113554	2106868	10090.ENSMUSP00000127966	10090.ENSMUSP00000078747	0	0	0	0	0	0.550	0	0.280	0.662
Gm7589	Gm8973	2107473	2106868	10090.ENSMUSP00000082771	10090.ENSMUSP00000078747	0	0	0	0	0	0.550	0	0.280	0.662
Smad1	Scn5a	2105441	2104762	10090.ENSMUSP00000071035	10090.ENSMUSP00000066228	0	0	0	0	0	0	0	0.662	0.662
Atr	Xrcc5	2099316	2096880	10090.ENSMUSP00000034980	10090.ENSMUSP00000027379	0	0	0	0	0	0.099	0	0.640	0.661
Prdx4	Txnrd3	2096582	2093155	10090.ENSMUSP00000026328	10090.ENSMUSP00000000828	0	0	0	0	0	0.115	0	0.633	0.661
Hsp90aa1	Eef1e1	2095266	2093283	10090.ENSMUSP00000021698	10090.ENSMUSP00000001757	0	0	0	0	0	0.544	0	0.288	0.661
Wnt9a	Sfrp1	2111153	2098938	10090.ENSMUSP00000104411	10090.ENSMUSP00000033952	0	0	0	0	0	0.379	0	0.477	0.661
Gm4567	Acaca	2114717	2094986	10090.ENSMUSP00000136041	10090.ENSMUSP00000020843	0	0	0	0	0	0.411	0	0.448	0.660
Gspt1	Yars	2106900	2093226	10090.ENSMUSP00000078940	10090.ENSMUSP00000001365	0	0	0	0	0	0.242	0	0.567	0.658
Glrx5	Txnrd3	2095204	2093155	10090.ENSMUSP00000021522	10090.ENSMUSP00000000828	0	0	0	0	0	0.167	0	0.603	0.655
Glrx3	Txnrd3	2104819	2093155	10090.ENSMUSP00000066621	10090.ENSMUSP00000000828	0	0	0	0	0	0.167	0	0.603	0.655
Rpl23a	Mrpl22	2110240	2094979	10090.ENSMUSP00000099541	10090.ENSMUSP00000020820	0	0	0	0	0	0.565	0	0.238	0.654
Gm10335	Mrpl22	2108925	2094979	10090.ENSMUSP00000093719	10090.ENSMUSP00000020820	0	0	0	0	0	0.565	0	0.238	0.654
Acaca	Echdc1	2094986	2094750	10090.ENSMUSP00000020843	10090.ENSMUSP00000020034	0	0	0	0	0	0	0	0.654	0.654
Bub3	Dynlt3	2107328	2098795	10090.ENSMUSP00000081547	10090.ENSMUSP00000033519	0	0	0	0	0	0.545	0	0.270	0.653
Nsmce2	Rad51l3	2106838	2094584	10090.ENSMUSP00000078641	10090.ENSMUSP00000018985	0	0	0	0	0	0.410	0	0.436	0.653
Msl3	Myst3	2111619	2099943	10090.ENSMUSP00000107765	10090.ENSMUSP00000038181	0	0	0	0	0	0.537	0	0.280	0.652
Top3a	Top1mt	2093433	2093166	10090.ENSMUSP00000002891	10090.ENSMUSP00000000958	0	0	0	0	0	0.069	0	0.641	0.651
Jun	Pou5f1	2102864	2096242	10090.ENSMUSP00000054270	10090.ENSMUSP00000025271	0	0	0	0	0	0.073	0	0.637	0.649
Prkg1	Lgr5	2105868	2094842	10090.ENSMUSP00000073268	10090.ENSMUSP00000020350	0	0	0	0	0	0.260	0	0.544	0.648
Rpl6	Rplp1	2098248	2093941	10090.ENSMUSP00000031617	10090.ENSMUSP00000008036	0	0	0	0	0	0.416	0	0.420	0.647
Pbp2	Gm7536	2110002	2106465	10090.ENSMUSP00000098414	10090.ENSMUSP00000076607	0	0	0	0	0	0.647	0	0	0.647
Glrx5	Sec14l1	2095204	2095097	10090.ENSMUSP00000021522	10090.ENSMUSP00000021177	0	0	0	0	0	0	0	0.646	0.646
Gm21319	Rps23	2113274	2102909	10090.ENSMUSP00000126351	10090.ENSMUSP00000054490	0	0	0	0	0	0.551	0	0.239	0.643
Bub3	Kif2c	2107328	2104499	10090.ENSMUSP00000081547	10090.ENSMUSP00000064261	0	0	0	0	0	0.313	0	0.501	0.642
Cd2	Cd7	2097520	2096529	10090.ENSMUSP00000029456	10090.ENSMUSP00000026159	0	0	0	0	0	0	0	0.641	0.641
Sike1	Tbk1	2097515	2094831	10090.ENSMUSP00000029447	10090.ENSMUSP00000020316	0	0	0	0	0	0.111	0	0.610	0.639
Mapk4	Ptpn20	2108273	2095515	10090.ENSMUSP00000089462	10090.ENSMUSP00000022508	0	0	0	0	0	0.486	0	0.326	0.638
Gm8420	Rplp1	2114162	2093941	10090.ENSMUSP00000131518	10090.ENSMUSP00000008036	0	0	0	0	0	0.484	0	0.329	0.638
Prl	Oprl1	2111400	2105522	10090.ENSMUSP00000105998	10090.ENSMUSP00000071513	0	0	0	0	0	0	0	0.638	0.638
Gm10335	Gm7589	2108925	2107473	10090.ENSMUSP00000093719	10090.ENSMUSP00000082771	0	0	0	0	0	0.543	0	0.239	0.637
Gm10335	Gm10036	2108925	2106844	10090.ENSMUSP00000093719	10090.ENSMUSP00000078670	0	0	0	0	0	0.543	0	0.239	0.637
Gm5093	Gm10335	2113554	2108925	10090.ENSMUSP00000127966	10090.ENSMUSP00000093719	0	0	0	0	0	0.543	0	0.239	0.637
Gm5093	Rpl23a	2113554	2110240	10090.ENSMUSP00000127966	10090.ENSMUSP00000099541	0	0	0	0	0	0.543	0	0.239	0.637
Rpl23a	Gm10036	2110240	2106844	10090.ENSMUSP00000099541	10090.ENSMUSP00000078670	0	0	0	0	0	0.543	0	0.239	0.637
Rpl23a	Gm7589	2110240	2107473	10090.ENSMUSP00000099541	10090.ENSMUSP00000082771	0	0	0	0	0	0.543	0	0.239	0.637
Tpr	ENSMUSG00000069712	2112673	2109849	10090.ENSMUSP00000117616	10090.ENSMUSP00000097613	0	0	0	0	0	0.510	0	0.286	0.635
Bet1	Snap29	2101175	2095830	10090.ENSMUSP00000044877	10090.ENSMUSP00000023449	0	0	0	0	0	0.520	0	0.272	0.635
Rps23	Rpl19	2102909	2094431	10090.ENSMUSP00000054490	10090.ENSMUSP00000017548	0	0	0	0	0	0.554	0	0.211	0.633
Gale	Gne	2110264	2097782	10090.ENSMUSP00000099599	10090.ENSMUSP00000030201	0	0	0	0	0	0.045	0	0.631	0.633
Hsp90aa1	Lgr5	2095266	2094842	10090.ENSMUSP00000021698	10090.ENSMUSP00000020350	0	0	0	0	0	0.174	0	0.571	0.631
Kras	Hsp90aa1	2098474	2095266	10090.ENSMUSP00000032399	10090.ENSMUSP00000021698	0	0	0	0	0	0.060	0	0.622	0.630
Nup160	Nup205	2103726	2100229	10090.ENSMUSP00000059289	10090.ENSMUSP00000039656	0	0	0	0	0	0	0	0.628	0.628
